num_cidades,alfa_utilizado,beta_utilizado,resultado_distancia,tempo_segundos
44,2.46,2.26,5680,0.7854
26,1.48,4.13,4435,0.3911
45,2.49,2.2,6075,0.8402
254,2.0,2.36,14157,16.6607
48,1.14,2.88,6185,1.01
30,1.45,4.29,4879,0.5674
282,0.59,2.85,16931,20.0569
154,1.02,2.12,10342,18.8611
30,1.86,2.66,5195,0.571
37,1.56,2.33,5448,0.5294
39,2.44,3.83,6106,0.5773
121,2.24,4.02,9242,10.0513
75,1.1,1.65,7539,2.9614
58,1.38,4.73,6537,1.6013
359,1.37,4.26,16426,31.4827
142,0.53,4.64,9995,14.8263
20,0.66,1.79,4152,0.2023
22,0.6,4.08,4428,0.2565
97,2.5,3.44,8651,5.4916
196,1.06,3.84,11639,34.7241
162,2.45,4.46,10131,21.3946
177,0.75,4.46,10925,27.0234
63,2.25,2.29,7117,1.8911
20,1.96,2.8,3457,0.1976
193,2.29,1.86,11824,33.187
265,1.77,4.2,14109,18.3128
142,1.58,2.62,9570,15.1705
88,2.24,1.74,7699,4.3141
272,1.39,4.68,14625,19.3029
56,0.8,4.3,6767,1.4516
255,1.4,2.39,13528,16.9877
76,1.1,2.42,7126,3.0977
35,2.11,3.23,5280,0.4766
173,0.97,3.0,11422,27.0193
83,0.89,3.4,7618,4.1117
29,0.75,3.42,4510,0.5817
53,2.46,2.79,6381,1.3916
45,0.96,2.84,5350,0.9033
43,1.85,3.35,5722,0.801
80,0.75,3.53,7803,4.0228
23,0.61,2.58,3746,0.3198
43,1.26,3.15,5862,0.8171
72,1.88,2.16,7071,2.9123
64,0.99,2.3,6677,2.1396
182,1.48,3.09,11707,30.8357
223,2.26,2.75,13042,13.2927
38,2.21,4.27,5004,0.5911
125,2.0,3.79,10127,10.8546
231,1.28,4.28,13048,14.3464
39,1.45,4.59,5279,0.5895
66,1.89,3.33,6914,2.2489
291,1.58,2.39,14477,21.5585
259,1.94,3.07,14123,17.2045
133,1.5,4.77,9611,12.6944
65,0.58,2.21,7471,2.1586
159,1.32,2.35,10424,20.0494
206,0.88,2.8,13267,11.7795
239,1.99,2.28,13394,15.1126
27,0.62,4.63,3919,0.4201
303,1.7,2.62,14743,22.7162
48,1.83,3.16,6610,0.9819
44,2.14,2.2,5324,0.8285
33,2.46,3.23,5015,0.4169
39,1.55,1.75,5971,0.5946
325,1.5,1.58,16461,26.4588
77,1.62,2.73,7385,3.1439
51,1.56,4.85,6319,1.2094
238,2.43,2.46,13610,15.2258
227,1.97,4.93,13225,13.8186
99,1.07,3.89,8811,5.745
164,2.25,1.68,11156,21.4287
176,1.73,1.72,10946,26.4615
41,1.67,1.78,5516,0.674
101,2.15,2.75,8466,6.3411
75,1.6,1.98,7675,3.0516
91,2.33,2.33,8005,4.7746
23,0.7,1.96,4203,0.2729
62,1.15,1.88,6528,1.8722
87,0.96,2.94,7865,4.097
20,2.19,2.16,3547,0.198
75,1.65,2.67,7608,2.9711
34,2.04,3.03,5102,0.4289
38,1.57,2.48,5342,0.5802
34,1.73,2.7,4849,0.4251
83,1.85,2.56,7617,3.7373
156,1.66,2.36,10294,19.2314
56,0.63,4.58,6317,1.4626
189,1.36,2.42,11851,31.2647
35,1.96,3.02,5403,0.455
98,2.24,2.91,8420,5.6407
84,1.56,3.06,8313,3.8167
323,1.13,1.81,17699,25.6064
196,1.74,1.77,11530,34.4701
206,1.05,2.49,12609,11.4375
36,2.2,1.93,5733,0.5179
257,1.22,4.66,13465,16.5737
26,2.17,1.75,4403,0.3943
188,1.46,3.51,10959,30.6471
287,0.55,3.77,15450,21.0194
36,1.46,3.05,5656,0.5195
20,0.77,2.34,3821,0.2068
56,2.08,3.71,6633,1.4809
109,2.04,2.69,8891,7.4252
398,2.38,2.29,18361,38.2906
232,0.66,4.21,14141,14.3215
351,1.58,2.16,16522,30.2737
227,0.7,4.59,13658,13.8913
57,1.33,2.58,6709,1.5136
62,1.8,1.65,6296,1.8291
283,2.01,3.91,14405,20.4024
336,1.9,1.69,16080,30.3258
117,1.25,3.62,8798,9.6467
20,0.74,4.42,3607,0.206
62,1.44,2.77,6632,1.8565
343,2.3,4.94,16451,30.4727
147,0.77,4.15,10397,17.1002
51,1.93,4.81,6046,1.1434
105,2.46,1.51,8476,7.2864
70,1.91,4.31,7265,2.6903
319,1.63,3.71,15303,26.9193
322,0.75,4.94,15426,27.8159
37,1.56,3.52,4636,0.5208
104,0.79,2.56,9445,6.8324
183,1.25,4.1,11634,30.8396
173,2.48,1.9,11059,28.0105
83,0.84,2.67,7909,4.146
21,2.42,4.6,4043,0.2394
139,0.89,4.32,9838,15.3021
67,2.39,2.84,7105,2.299
338,2.1,4.95,15484,30.6871
26,1.0,3.27,4848,0.4188
72,1.88,2.35,7359,2.7998
127,0.96,1.65,10628,12.0531
30,2.11,3.58,5191,0.6313
91,0.59,3.69,8539,5.031
105,1.72,2.34,8617,7.3814
209,1.23,4.41,12560,12.7723
121,1.18,1.57,9325,10.631
54,1.36,2.61,6631,1.425
188,1.51,3.12,11654,33.6028
280,2.13,2.87,14167,22.2378
56,1.63,4.08,6311,1.5124
138,2.01,1.57,9881,14.8818
95,0.56,4.74,8208,5.8853
58,1.07,1.75,6437,1.6706
77,0.89,1.85,8459,3.3577
87,1.91,2.61,8397,4.581
103,1.14,2.96,8744,6.9699
163,1.73,3.05,11150,23.1786
28,1.21,3.92,4392,0.5226
23,0.51,2.82,4517,0.2986
88,1.41,3.67,8011,4.5464
135,0.57,3.34,11217,13.5901
55,1.73,1.86,6330,1.3809
21,1.05,2.31,4267,0.2178
70,1.82,1.53,6573,2.5552
24,2.2,4.08,3524,0.337
76,2.4,1.58,7327,3.0842
154,1.53,2.03,10278,18.271
249,2.1,1.79,13760,15.7439
113,1.53,3.92,8584,8.0458
22,1.34,4.54,3952,0.2698
192,1.07,4.48,11815,33.3849
92,1.2,4.61,8317,4.7684
31,0.76,4.18,4640,0.3536
217,1.33,2.03,13344,13.0814
27,2.41,2.39,5335,0.4151
146,1.38,1.68,10377,16.1521
37,1.91,1.78,5827,0.5177
315,1.94,2.68,15478,24.3442
143,2.12,2.67,10156,15.4711
46,0.89,1.74,5560,0.9544
319,0.98,4.7,15482,26.7777
80,2.3,3.61,7472,3.6705
53,1.67,3.47,6281,1.2756
162,2.44,4.44,11533,23.2167
44,1.05,2.73,5405,0.8205
158,1.39,3.3,11106,21.2216
270,1.54,4.71,14079,20.8478
104,1.56,4.51,9216,7.3676
90,0.73,1.62,9284,5.0216
74,2.4,3.56,8242,3.019
68,1.06,2.59,7380,2.448
97,0.69,1.61,10282,5.8425
27,1.21,3.28,4531,0.4496
233,1.6,4.42,13084,15.7916
220,1.42,3.73,13014,14.4733
361,1.04,1.65,18594,34.4725
90,1.37,2.81,8506,4.9239
279,0.54,2.43,17883,20.8252
81,1.24,2.53,7989,3.6287
25,1.18,2.84,4005,0.3507
61,2.16,3.34,6818,1.8062
58,2.45,2.72,6923,1.6685
105,1.15,1.76,8589,7.3246
181,1.72,3.19,11422,31.2132
114,2.4,2.33,8932,9.0059
67,2.09,1.79,7367,2.3824
178,1.54,1.59,11496,29.1018
147,1.72,3.18,10180,17.3394
47,2.04,3.47,5789,0.9762
232,1.21,3.23,12804,15.6782
25,2.25,3.37,4917,0.3846
32,1.28,1.64,4849,0.4108
363,1.17,2.37,17019,34.452
38,0.84,1.74,5248,0.5923
44,1.81,2.66,5795,0.8316
67,0.76,1.94,8442,2.3099
174,1.87,2.48,10572,27.3934
40,1.11,3.15,5500,0.6886
92,1.45,4.26,7736,5.1203
57,0.67,3.53,6728,1.5415
57,2.41,3.31,6095,1.5564
214,1.08,3.9,12538,13.2883
95,0.7,1.62,9480,5.7092
22,2.42,2.75,4159,0.2704
340,1.66,3.89,16047,32.1767
165,1.54,2.01,10627,23.3125
82,0.89,4.09,6952,3.8481
281,1.23,4.61,14203,22.5683
354,2.43,2.54,16225,30.6737
80,1.28,3.78,7566,3.5941
142,1.13,3.84,9553,15.1188
22,0.91,4.48,3977,0.2553
313,2.36,4.92,14709,23.4976
41,2.49,4.58,5630,0.656
288,2.39,3.89,14003,20.2175
45,2.19,2.59,5632,0.8288
97,2.15,4.23,8477,5.6998
22,2.5,4.92,4083,0.2658
369,1.89,2.43,16342,32.4327
156,2.11,2.57,10321,19.2111
139,1.37,4.4,10367,13.8278
44,2.41,2.95,5975,0.7861
46,1.41,3.84,5666,0.8762
149,1.65,2.33,10286,16.8679
234,0.78,3.49,13664,14.5261
236,1.84,2.32,13165,14.8766
238,1.1,4.31,13392,14.8159
335,2.17,4.07,16132,27.5885
66,2.5,3.67,7307,2.1432
72,0.78,3.72,7148,2.6613
31,2.2,2.37,5152,0.3524
197,1.57,3.36,11904,35.325
45,0.55,3.85,5403,0.8904
264,1.84,4.97,13781,19.9632
188,2.45,3.61,11778,33.7789
111,2.21,4.83,9075,8.4784
26,1.41,3.19,4927,0.4183
52,1.25,2.15,6252,1.245
320,1.66,2.59,15850,28.2107
230,1.81,2.03,13441,15.1997
207,1.16,3.66,12612,12.9109
160,0.72,4.54,10782,22.11
338,0.93,4.48,15673,29.9366
161,1.44,3.82,10814,22.1647
28,2.25,4.4,4827,0.5092
113,2.19,2.91,8863,8.4623
89,1.55,3.57,7866,4.8125
46,1.1,4.64,6192,0.9753
64,1.76,3.05,6798,2.1363
32,2.01,2.77,4442,0.4319
58,0.83,1.88,6707,1.7191
26,1.8,4.62,4876,0.4277
287,2.39,2.76,15473,23.4521
65,1.05,2.11,7146,2.1432
40,1.85,1.81,5642,0.6604
25,1.47,2.58,3980,0.3647
59,0.84,2.33,6839,1.6587
211,2.28,3.87,12308,13.7244
68,1.48,2.44,7398,2.3823
28,1.65,3.13,4206,0.5101
122,1.37,3.64,9253,10.7199
63,1.59,2.11,6290,2.0325
126,1.21,4.83,9278,11.6052
108,0.81,4.64,8788,7.7513
56,0.58,4.84,6176,1.5088
231,1.39,3.18,13257,15.1002
27,2.23,3.75,4434,0.4133
105,1.0,4.91,8950,7.015
42,0.58,4.2,5918,0.7291
50,1.78,3.57,6065,1.1149
20,0.9,4.37,3785,0.199
54,1.83,2.9,6665,1.3468
49,1.67,1.68,5888,1.0349
232,1.3,4.9,12726,14.2862
42,2.34,1.86,5436,0.7287
50,2.15,3.64,6298,1.1461
28,2.22,2.91,4520,0.4763
122,1.3,3.8,9643,10.0572
74,2.33,4.93,7573,2.7609
154,1.1,4.04,10942,18.5641
286,2.42,1.96,15431,20.6309
168,1.64,3.45,10854,23.291
198,1.66,2.91,11661,38.5593
214,1.52,4.11,12771,13.5786
43,1.29,4.62,5518,0.8396
72,1.41,1.57,7234,2.8832
50,0.65,4.87,6529,1.1931
341,1.11,3.11,16369,30.8271
40,2.2,2.23,6083,0.6883
25,1.42,3.46,4258,0.3664
62,2.28,2.62,6226,1.9537
200,1.38,2.7,11734,38.3437
151,1.47,4.17,10450,17.5005
24,1.5,2.44,4421,0.3147
299,0.82,4.61,15686,22.2419
366,1.47,3.69,16345,32.2027
131,2.15,3.83,9196,12.2579
49,1.41,4.7,5688,0.9939
191,0.85,3.56,12150,32.3522
60,1.75,2.23,6833,1.7137
31,2.33,2.9,4587,0.3593
331,2.06,4.32,15463,26.7658
113,1.46,4.07,8921,8.1988
32,1.1,1.73,5151,0.3914
250,1.9,3.98,13515,17.5302
52,1.44,3.79,6309,1.2993
74,0.77,2.8,7850,3.0797
39,1.95,4.53,6074,0.6674
38,2.38,3.0,5389,0.576
106,1.51,2.34,9180,7.6083
108,0.85,4.28,8629,8.0775
160,1.5,4.43,10529,22.4047
74,2.36,2.04,7030,2.9972
205,1.79,4.78,12523,12.4914
188,1.21,4.55,11066,32.4775
149,1.81,1.66,10203,17.8982
240,0.8,2.42,15085,16.5237
152,2.06,4.05,10422,19.4017
265,1.18,3.88,13851,19.611
85,2.21,1.76,7785,4.3817
184,2.34,4.92,11545,31.0769
122,1.33,1.67,9488,11.0878
140,0.93,4.52,10071,15.8152
190,0.72,4.05,11768,33.6466
52,2.42,1.99,6055,1.2322
34,2.42,1.59,5994,0.4353
24,2.29,4.44,3765,0.3384
207,1.01,4.18,12821,12.633
43,2.23,2.04,5707,0.7673
43,1.31,1.72,6059,0.7731
46,0.75,1.51,5994,0.9563
172,1.21,3.8,11524,26.3297
356,2.29,4.52,16522,31.2648
37,0.71,4.96,5255,0.5215
327,1.0,3.01,15983,26.2592
239,1.49,2.84,13636,15.2537
127,1.25,3.92,9220,12.1042
95,2.41,4.09,7651,5.5935
70,1.93,1.64,6993,2.8433
43,2.11,3.33,5809,0.8291
43,1.53,2.48,5668,0.7875
123,2.18,1.59,9528,10.9693
58,0.78,4.82,6354,1.6233
35,1.43,3.74,5074,0.487
83,1.91,1.93,7944,4.025
53,2.22,3.11,6593,1.2791
203,1.94,4.38,12375,12.5106
107,2.24,4.32,8867,7.8096
110,1.72,4.85,8716,8.082
39,2.26,3.13,5633,0.6171
139,1.95,2.03,10168,15.1447
43,2.13,1.77,6160,0.7588
25,1.93,2.29,4974,0.3667
90,1.7,4.99,8189,4.944
91,2.05,4.04,7722,5.3073
56,1.77,3.2,6244,1.58
353,1.25,2.92,16521,32.7038
39,2.4,4.76,6232,0.6328
109,2.15,3.15,8346,7.9065
59,2.25,2.8,6486,1.7005
21,2.33,4.54,4160,0.2349
134,2.42,2.78,9649,13.4068
213,1.45,1.83,12669,12.789
43,0.89,2.74,5410,0.7594
45,1.01,3.69,5720,0.8682
34,1.46,4.7,4494,0.4322
61,0.61,3.59,6653,1.7733
41,1.99,3.73,5583,0.6665
56,0.89,3.04,6292,1.4586
22,2.22,2.61,3834,0.292
21,2.19,2.71,4567,0.2275
370,1.59,4.51,16665,36.3574
56,2.03,4.96,6963,1.5055
316,1.33,4.05,14997,26.5461
47,1.58,4.55,6082,0.9654
171,1.57,2.93,10979,26.3552
33,2.14,4.01,5292,0.438
193,0.58,4.42,12666,35.4161
94,1.55,2.89,8315,5.6442
44,1.47,4.47,6320,0.8375
53,1.82,1.57,6130,1.291
116,2.49,2.22,9702,9.2984
107,2.26,4.9,9050,7.1998
54,1.77,3.52,6249,1.3504
32,1.93,3.89,5118,0.4064
109,2.4,2.14,8789,8.1723
23,1.49,2.57,3720,0.298
353,0.81,2.1,19515,31.8815
147,1.23,4.58,10294,16.9127
198,1.48,4.91,12235,37.7123
96,0.81,3.98,8356,5.774
64,2.01,2.42,7232,2.0865
25,0.97,3.54,4574,0.3728
57,1.44,4.81,6269,1.603
322,1.0,3.57,15772,27.702
168,1.09,3.23,10690,23.7697
29,0.9,2.39,4395,0.5405
225,1.66,4.02,13194,14.8118
102,1.15,4.74,8049,6.7737
357,2.24,3.42,16428,34.2086
57,1.29,3.37,6397,1.5897
87,1.28,2.56,7744,4.5324
290,1.25,3.57,14788,22.7588
55,2.49,2.38,6135,1.4137
334,1.21,2.33,16337,28.5288
244,1.16,1.92,14115,17.2605
144,1.18,2.65,10447,16.5027
217,0.92,2.33,13413,12.8738
107,1.16,4.85,8646,7.304
57,1.44,4.34,6700,1.5155
382,0.87,2.5,19337,35.5383
92,1.32,3.22,7950,5.3224
140,2.33,4.88,10073,15.43
350,2.05,4.22,16296,32.2487
30,1.15,4.51,5010,0.5729
171,1.55,3.73,10695,24.3845
30,1.59,1.86,4698,0.6122
234,0.88,4.64,13252,14.5771
346,1.4,1.83,16700,30.5303
80,0.7,3.0,7750,3.5971
123,0.73,2.72,9877,10.6313
92,2.2,1.79,8424,5.2977
192,1.22,4.09,11791,35.7745
119,2.19,3.8,8950,9.8515
182,1.89,2.32,11290,30.3014
111,0.55,2.12,9861,8.2737
25,1.72,3.87,4942,0.3671
63,1.45,2.32,6613,2.0128
51,2.5,2.93,6075,1.2064
155,2.07,1.67,10651,20.2583
68,1.05,3.81,6759,2.3661
23,0.51,3.16,4513,0.2793
34,1.32,1.57,4959,0.4401
44,1.69,4.41,5336,0.8035
38,2.34,1.71,4810,0.5621
52,0.84,2.22,5801,1.2337
138,1.84,3.18,9494,14.0905
93,1.6,3.34,7878,4.8946
20,0.82,3.13,3554,0.2022
278,1.2,3.64,13780,20.1602
30,0.92,4.63,5065,0.5878
36,1.62,2.76,4974,0.5123
232,1.9,1.57,12689,14.4929
397,1.57,3.26,17514,37.6416
36,2.04,4.79,5451,0.5221
339,0.65,1.98,21052,28.2369
265,1.01,3.0,14705,18.6202
211,1.41,4.49,12011,12.2822
101,1.45,4.93,9255,6.3276
164,0.6,2.9,11935,22.8057
126,1.23,4.37,9443,12.1038
64,0.69,3.51,6438,2.2079
148,1.57,4.55,10037,18.4311
20,1.26,2.62,3901,0.2126
22,2.01,3.33,4183,0.2705
31,1.53,1.98,5058,0.3511
51,2.19,3.83,6047,1.19
272,2.5,3.18,13967,20.682
178,2.17,4.91,10916,28.6736
205,0.75,2.12,14083,12.7188
50,2.22,2.74,5941,1.2278
90,2.37,3.18,8797,5.4722
223,1.87,4.56,12589,14.2958
30,1.51,2.71,3913,0.6327
339,1.42,3.0,15579,30.1374
23,2.13,2.77,4398,0.2813
73,2.22,4.64,7490,2.9117
73,2.33,2.07,6783,2.7877
39,1.96,3.93,5447,0.5854
103,2.06,4.22,8576,6.6144
255,1.51,4.2,13455,17.9055
338,1.41,1.69,17176,30.1144
30,0.64,2.54,5178,0.639
35,1.41,2.27,5448,0.493
33,2.29,4.62,5225,0.4113
123,0.77,3.18,10307,10.7542
69,0.82,1.59,7766,2.4083
55,1.38,4.33,6303,1.3799
64,1.49,2.71,7172,1.9938
34,1.17,4.81,5057,0.4395
103,0.63,1.72,10291,6.6152
133,2.35,2.01,9920,13.2006
82,1.66,4.01,7773,3.6489
33,1.68,3.12,4749,0.3932
40,1.4,4.76,5603,0.6558
182,1.29,3.39,11299,30.7909
28,1.65,1.55,5138,0.5013
148,1.89,2.87,9997,17.1526
269,1.85,4.69,13698,19.49
33,1.06,3.95,4093,0.3847
33,2.13,2.51,5512,0.3874
28,2.49,2.72,4618,0.5013
39,2.14,1.79,6179,0.5809
353,2.23,2.25,16027,32.7565
311,1.06,2.48,16400,26.0272
31,1.47,1.63,4591,0.3537
30,1.25,3.38,5048,0.5992
21,1.31,1.61,3754,0.2216
151,1.91,4.48,10080,18.4375
83,0.89,4.14,7887,3.9253
25,0.93,3.19,3980,0.3563
255,1.08,2.43,13850,17.6365
207,2.03,1.65,12470,12.4796
99,2.33,4.25,8239,5.9627
190,1.87,4.54,11855,34.0307
21,2.2,3.69,3719,0.2231
20,0.62,2.25,3935,0.2082
32,1.2,4.35,5141,0.3857
22,2.01,4.16,3226,0.2657
112,0.62,4.31,9102,8.3708
62,1.84,3.24,6638,1.8618
165,1.23,2.92,11158,23.2262
33,1.74,3.63,4649,0.3737
23,1.09,2.4,3860,0.2845
43,1.98,2.64,5983,0.7776
85,2.06,2.95,8113,4.2217
52,2.31,1.95,6106,1.2282
112,0.74,2.98,9393,8.3504
120,0.83,1.76,10338,10.4834
106,1.42,4.14,8656,7.4803
156,0.74,2.89,11624,20.3567
74,1.18,4.13,7121,2.9146
25,2.48,3.66,5381,0.358
34,1.24,1.97,5141,0.4282
31,2.05,2.32,5116,0.3513
25,2.28,3.17,4562,0.3546
162,1.35,1.92,11121,22.1059
145,2.5,2.37,10605,16.7276
20,1.25,2.74,4265,0.2103
24,2.35,3.08,3572,0.3328
83,1.4,3.6,7561,3.9817
91,1.73,3.26,8296,5.1434
242,0.69,2.58,14660,16.4083
21,1.57,2.74,4147,0.2236
111,1.5,3.74,8877,8.2531
220,0.56,1.68,17611,14.0332
29,1.95,4.42,4784,0.5273
170,0.59,2.05,13273,25.4867
21,0.88,4.67,4022,0.2245
49,1.62,3.95,6071,1.0696
281,1.9,2.02,14641,21.1813
366,2.31,2.55,16429,34.9899
193,1.93,4.4,11224,32.9641
30,1.93,2.83,4387,0.5801
383,2.04,1.99,17369,35.4806
35,0.86,2.11,4906,0.4752
192,1.34,2.57,12004,33.7064
248,1.66,3.94,13343,16.4762
302,1.02,3.6,15282,23.0562
